SOLARSYSTEMID	SOLARSYSTEMNAME	X	Y	Z	LUMINOSITY	SECURITY	RADIUS
30004898	Y-MSJN	9.13E+016	-2.36E+016	-3.83E+017	0.09	-0.36	1317166628256
30004899	MJ-X5V	9.16E+016	-1.83E+016	-3.75E+017	0.02	-0.38	4698582393432
30004900	3FKU-H	9.81E+016	-1.93E+016	-3.86E+017	0.36	-0.37	4004403373272
30004901	M9-FIB	9.67E+016	-1.04E+016	-3.77E+017	0.38	-0.41	4364287884304
30004902	D2EZ-X	9.53E+016	-3.07E+015	-3.77E+017	0.02	-0.46	1383884397904
30004903	DJK-67	9.70E+016	3.91E+015	-3.77E+017	1.16	-0.4	4626675571800
30004904	AXDX-F	1.02E+017	-2.97E+016	-3.85E+017	1.45	-0.33	5083050500256
30004905	J-4FNO	1.03E+017	-2.64E+016	-3.90E+017	0.06	-0.34	1304089068432
30004906	PEM-LC	1.10E+017	-2.51E+016	-3.89E+017	0.1	-0.38	2977318186256
30004907	X-EHHD	9.81E+016	-3.54E+016	-3.85E+017	0.18	-0.31	1257976026496
30004908	6T3I-L	1.16E+017	-2.93E+016	-3.98E+017	0.07	-0.46	2480415003968
30004909	QSF-EJ	1.26E+017	-3.35E+016	-4.05E+017	0.06	-0.61	1284372487280
30004910	L-AS00	1.32E+017	-5.06E+016	-4.10E+017	0.11	-0.74	1491261305856
30004911	NZPK-G	1.24E+017	-1.84E+016	-4.02E+017	0.01	-0.47	2799893958432
30004912	K-1OY3	1.20E+017	-1.69E+016	-4.06E+017	0.01	-0.42	702040861864
30004913	MMUF-8	1.31E+017	-1.05E+016	-4.11E+017	0.43	-0.43	2471408480496
30004914	99-0GS	1.35E+017	176923975383403	-4.12E+017	0.04	-0.35	1377809292440
30004915	X-3AUU	1.23E+017	3.40E+015	-4.14E+017	0.4	-0.26	5220868423120
30004916	H90-C9	1.29E+017	-2.30E+016	-4.12E+017	0.04	-0.53	1016676793408
30004917	0DD-MH	1.39E+017	-2.75E+015	-4.09E+017	0.52	-0.41	3788239474944
30004918	RI-JB1	1.30E+017	5.96E+015	-4.19E+017	0.41	-0.26	3373458208336
30004919	NQH-MR	1.38E+017	3.55E+015	-4.07E+017	0.02	-0.34	1011110290976
30004920	1I6F-9	1.32E+017	-3.07E+016	-4.03E+017	6.34	-0.65	10676491143896
30004921	Z-7OK1	1.38E+017	-3.35E+016	-4.09E+017	0.12	-0.72	1116874052576
30004922	UEP0-A	1.48E+017	-3.03E+016	-4.13E+017	0.02	-0.75	1706956731856
30004923	66-PMM	1.58E+017	-4.55E+016	-4.10E+017	9.41	-0.94	6446844749824
30004924	OKEO-X	1.62E+017	-6.26E+016	-4.18E+017	0.02	-0.9	1310767035072
30004925	7-8EOE	1.57E+017	-4.68E+016	-4.02E+017	0.84	-0.97	3380998288880
30004926	7L9-ZC	1.65E+017	-5.59E+016	-4.00E+017	0.07	-1	2696021342768
30004927	L-YMYU	-3.97E+017	7.37E+016	-3.41E+017	0.1	-0.09	1443642922176
30004928	35-JWD	-4.00E+017	8.61E+016	-3.55E+017	0.01	-0.02	474852050880
30004929	F-M1FU	-3.94E+017	9.63E+016	-3.63E+017	0.08	-0.32	1977199653600
30004930	0-NTIS	-4.01E+017	8.16E+016	-3.65E+017	0.24	-0.03	1567722386848
30004931	VR-YIQ	-3.96E+017	8.45E+016	-3.71E+017	0.02	-0.07	1685218096896
30004932	XZ-SKZ	-3.96E+017	8.71E+016	-3.59E+017	0.08	-0.04	3466768974752
30004933	I6M-9U	-4.01E+017	7.36E+016	-3.71E+017	0.06	-0.04	2134179953568
30004934	MG0-RD	-4.04E+017	7.58E+016	-3.76E+017	0.02	-0.07	3316530528608
30004935	TPAR-G	-4.05E+017	6.31E+016	-3.86E+017	0.77	-0.14	2101137136064
30004936	VYO-68	-4.04E+017	8.43E+016	-3.87E+017	0.03	-0.19	2864602227328
30004937	TCAG-3	-4.03E+017	8.02E+016	-3.97E+017	0.18	-0.37	1395778517728
30004938	UR-E46	-4.02E+017	7.08E+016	-4.06E+017	0.03	-0.54	1416950329664
30004939	CW9-1Y	-4.07E+017	9.49E+016	-3.85E+017	0.05	-0.16	1658763476736
30004940	1-NJLK	-3.92E+017	9.04E+016	-3.73E+017	0.16	-0.3	3424977369344
30004941	Y-CWQY	-3.90E+017	9.74E+016	-3.77E+017	0.26	-0.76	1397402554816
30004942	8KR9-5	-3.88E+017	1.13E+017	-3.83E+017	1.69	-0.23	3591949026176
30004943	VQE-CN	-3.91E+017	1.04E+017	-3.83E+017	0.23	-0.56	1862573096128
30004944	L5D-ZL	-3.85E+017	1.02E+017	-3.66E+017	0.04	-0.92	1467665281408
30004945	G-C8QO	-3.92E+017	8.74E+016	-3.76E+017	0.04	-0.22	993365952960
30004946	EIMJ-M	-3.86E+017	1.00E+017	-3.79E+017	0.02	-0.92	1520139494912
30004947	0A-KZ0	-4.11E+017	7.23E+016	-4.11E+017	0.01	-0.66	2265189748672
30004948	E-DOF2	-4.14E+017	7.44E+016	-4.03E+017	4.15	-0.48	8250526751776
30004949	48I1-X	-4.21E+017	7.11E+016	-4.09E+017	0.4	-0.56	1518929428128
30004950	0OTX-J	-4.26E+017	6.46E+016	-4.05E+017	1.11	-0.42	3495357434368
30004951	3OP-3E	-4.32E+017	6.52E+016	-4.00E+017	0.03	-0.3	1412895095872
30004952	JZL-VB	-4.34E+017	6.43E+016	-3.86E+017	0.03	-0.08	1593690117824
30004953	RJ3H-0	-4.31E+017	7.67E+016	-4.14E+017	0.81	-0.53	4908390963040
30004954	08S-39	-4.06E+017	7.82E+016	-4.26E+017	0.02	-0.85	735022203072
30004955	ZU-MS3	-4.17E+017	9.54E+016	-3.86E+017	0.1	-0.26	1826187413600
30004956	HIX4-H	-4.21E+017	1.00E+017	-3.90E+017	0.04	-0.37	1428516619808
30004957	GR-J8B	-4.19E+017	1.06E+017	-3.94E+017	2.37	-0.37	2779218486464
30004958	OY0-2T	-4.22E+017	9.44E+016	-3.99E+017	0.05	-0.55	1203250350848
30004959	E2-RDQ	-4.26E+017	1.01E+017	-4.06E+017	0.51	-0.92	3548123976992
30004960	TN25-J	-4.26E+017	1.09E+017	-3.77E+017	0.2	-0.95	1934459920448
30004961	PA-VE3	-4.39E+017	6.89E+016	-4.09E+017	0.1	-0.45	1359693101216
30004962	G-Q5JU	-4.37E+017	6.41E+016	-4.16E+017	0.07	-0.73	1540835114560
30004963	RYQC-I	-4.38E+017	7.61E+016	-4.09E+017	0.01	-0.37	1611577464832
30004964	1E-W5I	-4.43E+017	7.66E+016	-4.13E+017	0.18	-0.37	1715419500896
30004965	Z-M5A1	-4.40E+017	5.56E+016	-4.21E+017	0.05	-0.92	2340476924832
30004966	MVUO-F	-4.39E+017	5.66E+016	-4.27E+017	0.03	-1	1272786815168
30004967	Luminaire	-1.86E+017	3.72E+016	3.05E+016	0.01	1	1831764163424
30004968	Mies	-1.94E+017	3.49E+016	2.56E+016	0.14	0.95	3461727405808
30004969	Oursulaert	-1.97E+017	4.23E+016	2.21E+016	0.02	0.89	1683237481376
30004970	Renyn	-2.02E+017	4.37E+016	2.86E+016	0.01	0.9	1128980572368
30004971	Duripant	-2.13E+017	5.22E+016	2.85E+016	0.03	1	725325424934
30004972	Algogille	-1.99E+017	4.10E+016	3.36E+016	0.13	0.93	2154661711588
30004973	Caslemon	-2.08E+017	6.24E+016	6.42E+016	0.88	0.58	4535616660124
30004974	Jolevier	-1.97E+017	5.51E+016	6.35E+016	0.01	0.88	1689959058984
30004975	Mesybier	-2.12E+017	6.40E+016	6.47E+016	0.06	0.47	1776653891072
30004976	Charmerout	-2.05E+017	5.11E+016	7.27E+016	0.03	0.55	1527900235440
30004977	Yvangier	-2.09E+017	5.36E+016	7.71E+016	0.11	0.4	1151052855136
30004978	Pemene	-2.21E+017	5.32E+016	5.76E+016	0.12	0.45	3017713914984
30004979	Heydieles	-2.13E+017	5.20E+016	7.83E+016	1.35	0.31	2948173989832
30004980	Fliet	-2.07E+017	4.37E+016	7.98E+016	2.37	0.35	4522690447184
30004981	Actee	-1.98E+017	4.33E+016	7.70E+016	7.21	0.5	8114085448304
30004982	Indregulle	-2.20E+017	5.53E+016	7.73E+016	0.52	0.24	1876332007376
30004983	Amane	-1.94E+017	4.78E+016	7.76E+016	0.18	0.55	3532012087160
30004984	Abune	-2.11E+017	5.58E+016	8.14E+016	0.01	0.29	642501375440
30004985	Deven	-2.03E+017	4.08E+016	8.21E+016	0.06	0.32	2714859853416
30004986	Estaunitte	-1.96E+017	4.86E+016	8.22E+016	0.46	0.43	3508723125504
30004987	Deninard	-2.29E+017	1.35E+016	3.42E+016	0.26	0.71	2450711055344
30004988	Hulmate	-2.30E+017	4.64E+015	3.53E+016	5.61	0.43	5321552217392
30004989	Annages	-2.22E+017	1.48E+016	3.78E+016	0.14	0.66	2488647222836
30004990	Onne	-2.25E+017	4.53E+015	4.11E+016	0.06	0.39	3166338229376
30004991	Vitrauze	-2.19E+017	445202308089798	3.62E+016	0.04	0.3	2673008591920
30004992	Palmon	-2.14E+017	7.53E+015	3.27E+016	4.14	0.45	4898192193072
30004993	Villore	-2.24E+017	3.35E+016	5.73E+016	0.77	0.51	2280475392220
30004994	Arant	-2.30E+017	1.84E+016	5.09E+016	0.1	0.6	2401618924792
30004995	Allamotte	-2.35E+017	2.51E+016	5.43E+016	0.13	0.59	3303045312784
30004996	Obalyu	-2.27E+017	1.05E+016	5.05E+016	0.05	0.42	2787731058180
30004997	Vifrevaert	-2.46E+017	1.98E+016	5.55E+016	0.01	0.39	1622732164496
30004998	Parts	-2.24E+017	1.67E+016	5.80E+016	0.04	0.37	1498961584256
30004999	Ladistier	-2.55E+017	1.80E+016	5.39E+016	0.52	0.28	3120028440256
30005000	Old Man Star	-2.20E+017	3.67E+016	6.75E+016	0.1	0.34	1946950471776
30005001	Arnon	-2.37E+017	5.46E+016	3.02E+016	0.08	0.59	2621880429520
30005002	Laurvier	-2.44E+017	5.34E+016	3.43E+016	0.08	0.73	1734874502688
30005003	Adirain	-2.38E+017	6.24E+016	2.80E+016	0.27	0.42	2652048139510
30005004	Attyn	-2.37E+017	5.05E+016	3.88E+016	0.02	0.67	2522714058352
30005005	Ignebaener	-2.38E+017	5.56E+016	4.39E+016	0.07	0.53	1100195908288
30005006	Aere	-2.31E+017	5.27E+016	3.38E+016	0.36	0.61	3747650363952
30005007	Lisbaetanne	-2.36E+017	6.20E+016	4.41E+016	0.14	0.37	3647406920592
30005008	Aeschee	-2.32E+017	7.57E+016	5.04E+016	0.74	0.16	3171887854096
30005009	Allebin	-2.15E+017	2.54E+016	5.86E+016	0.06	0.46	2016595290300
30005010	Atlulle	-2.13E+017	1.35E+016	5.30E+016	0.33	0.4	3511606063512
30005011	Droselory	-2.11E+017	1.90E+016	4.95E+016	0.06	0.54	3248099935432
30005012	Haine	-2.09E+017	2.73E+016	6.39E+016	0.54	0.44	2778685463036
30005013	Perckhevin	-2.08E+017	2.82E+016	5.94E+016	0.05	0.53	2082860929408
30005014	Isenan	-2.10E+017	5.23E+015	5.54E+016	0.01	0.25	1690941591504
30005015	Synchelle	-2.03E+017	4.99E+016	3.99E+016	0.04	0.87	971320521508
30005016	Wysalan	-2.04E+017	5.50E+016	4.77E+016	0.19	0.82	1939184582304
30005017	Yona	-2.03E+017	5.70E+016	5.40E+016	0.53	0.83	3989634510944
30005018	Noghere	-2.08E+017	6.08E+016	5.60E+016	0.02	0.68	2217674726448
30005019	Aporulie	-2.01E+017	6.31E+016	5.07E+016	0.31	0.79	3515373320320
30005020	Seyllin	-2.08E+017	7.43E+016	4.78E+016	0.65	0.41	1491268062176
30005021	Adrel	-2.11E+017	6.45E+016	5.73E+016	2.95	0.55	5022235538352
30005022	Ane	-2.09E+017	7.91E+016	5.38E+016	0.24	0.31	3207364600496
30005023	Clorteler	-1.98E+017	7.56E+016	5.44E+016	0.03	0.52	3651200399444
30005024	Atlangeins	-2.24E+017	3.09E+016	3.53E+016	0.72	0.88	3585197303344
30005025	Derririntel	-2.23E+017	3.50E+016	3.95E+016	0.03	0.82	2835676231244
30005026	Cat	-2.18E+017	3.47E+016	4.88E+016	0.06	0.68	2230828003572
30005027	Ommare	-2.15E+017	3.69E+016	4.50E+016	0.09	0.73	2234619689488
30005028	Andole	-2.13E+017	3.99E+016	4.38E+016	0.09	0.75	1156352581104
30005029	Vale	-2.22E+017	3.93E+016	4.93E+016	0.01	0.65	622976052192
30005030	Fensi	-2.54E+017	2.48E+016	-6.88E+016	0.03	0.4	4162445523796
30005031	Nebian	-2.59E+017	1.92E+016	-7.23E+016	6.37	0.35	6121639702104
30005032	Khabara	-2.58E+017	1.22E+016	-7.88E+016	0.15	0.34	2656953725120
30005033	Jeni	-2.65E+017	1.42E+016	-7.44E+016	0.33	0.33	2375624102480
30005034	Bridi	-2.51E+017	1.96E+016	-7.41E+016	0.21	0.4	3812149484368
30005035	Ami	-2.51E+017	2.35E+016	-8.06E+016	0.31	0.44	2985060351200
30005036	Amdonen	-2.57E+017	3.10E+016	-9.01E+016	0.16	0.64	1747298953624
30005037	Mora	-2.59E+017	4.30E+016	-1.01E+017	0.02	0.93	1616516497968
30005038	Kor-Azor Prime	-2.67E+017	2.69E+016	-9.31E+016	0.06	0.91	1107359288016
30005039	Leva	-2.70E+017	2.06E+016	-1.01E+017	0.02	0.62	2084577225568
30005040	Nishah	-2.57E+017	2.50E+016	-8.99E+016	0.02	0.58	2022096022928
30005041	Masanuh	-2.68E+017	2.56E+016	-1.13E+017	0.03	0.7	1618083461136
30005042	Sehmy	-2.61E+017	5.07E+016	-1.05E+017	0.02	1	1048099831248
30005043	Nakregde	-2.67E+017	3.22E+016	-9.58E+016	0.01	0.83	849008384936
30005044	Danyana	-2.46E+017	5.51E+016	-9.66E+016	7.59	0.77	5600044328704
30005045	Nahyeen	-2.47E+017	6.51E+016	-1.09E+017	0.04	0.77	747099732832
30005046	Jinkah	-2.48E+017	5.93E+016	-1.14E+017	0.88	0.85	2426059986520
30005047	Nibainkier	-2.51E+017	4.77E+016	-8.80E+016	0.03	0.7	1482730151344
30005048	Polfaly	-2.52E+017	4.60E+016	-9.47E+016	4.61	0.83	4985433119424
30005049	Andrub	-2.41E+017	6.81E+016	-1.06E+017	0.03	0.67	887123950608
30005050	Kulu	-3.00E+017	8.77E+015	-9.09E+016	0.03	0.57	1091685178560
30005051	Choga	-3.04E+017	4.10E+015	-8.26E+016	0.1	0.58	1327269220512
30005052	Soumi	-3.07E+017	8.44E+015	-8.92E+016	0.06	0.6	1570523048344
30005053	Imih	-3.12E+017	7.25E+015	-7.94E+016	5.92	0.57	4276464194496
30005054	Nare	-3.13E+017	3.43E+015	-8.86E+016	0.01	0.65	1926443794272
30005055	Zinkon	-3.20E+017	-1.08E+016	-9.46E+016	0.02	0.71	837086754336
30005056	Kizama	-3.18E+017	3.44E+015	-9.89E+016	0.01	0.67	2504776400112
30005057	Shaha	-3.31E+017	7.78E+015	-1.03E+017	0.02	0.6	1022340003904
30005058	Neesher	-3.36E+017	1.33E+016	-1.06E+017	0.05	0.52	800248332288
30005059	Misha	-3.34E+017	1.51E+016	-1.11E+017	0.96	0.49	3702108095832
30005060	Ordion	-3.29E+017	1.34E+016	-1.17E+017	0.21	0.5	2229264836048
30005061	Perbhe	-3.44E+017	2.33E+016	-1.15E+017	0.4	0.35	3653753960784
30005062	Abath	-3.49E+017	2.96E+016	-1.43E+017	0.04	0.17	3734233515568
30005063	Schmaeel	-3.50E+017	3.23E+016	-1.37E+017	0.62	0.17	2014591010240
30005064	Mafra	-3.59E+017	2.66E+016	-1.44E+017	0.62	0.12	4479898893184
30005065	Arzi	-3.65E+017	9.17E+015	-1.41E+017	0.19	0.14	2183063539584
30005066	Kerying	-3.64E+017	1.27E+016	-1.36E+017	0.06	0.16	2023875173984
30005067	Zorenyen	-3.69E+017	1.88E+016	-1.38E+017	0.74	0.11	2192651321736
30005068	Oguser	-3.48E+017	3.14E+016	-1.29E+017	0.02	0.22	1320403916160
30005069	Nahol	-2.36E+017	7.48E+016	-1.03E+017	0.03	0.55	1378920002920
30005070	Tadadan	-2.35E+017	7.66E+016	-9.57E+016	0.01	0.45	970030130832
30005071	Tralasa	-2.31E+017	7.30E+016	-1.02E+017	0.03	0.56	1012464670232
30005072	Gademam	-2.40E+017	7.85E+016	-9.13E+016	0.01	0.39	2094501228944
30005073	Pananan	-2.39E+017	9.55E+016	-9.28E+016	0.09	0.2	2243356595024
30005074	Daran	-2.37E+017	8.91E+016	-8.13E+016	0.12	0.23	3444792181976
30005075	Latari	-2.27E+017	8.09E+016	-1.08E+017	0.33	0.56	3885427167496
30005076	Shokal	-2.53E+017	4.61E+016	-7.54E+016	0.02	0.5	705930069328
30005077	Atarli	-2.55E+017	3.93E+016	-7.13E+016	0.04	0.44	1128975959280
30005078	Keproh	-2.57E+017	5.02E+016	-7.36E+016	0.02	0.45	1612245679008
30005079	Zatamaka	-2.57E+017	4.72E+016	-6.83E+016	0.69	0.41	2310300952144
30005080	Rannoze	-2.58E+017	3.33E+016	-6.91E+016	1.24	0.4	2470399397264
30005081	Piri	-2.62E+017	3.51E+016	-7.74E+016	0.01	0.46	762245669472
30005082	Enal	-2.63E+017	2.92E+016	-7.58E+016	1.8	0.41	2427170359936
30005083	Jedandan	-2.70E+017	3.02E+016	-7.81E+016	0.03	0.42	3397418393792
30005084	Miroona	-2.76E+017	2.28E+016	-8.14E+016	0.15	0.42	5761715050544
30005085	Ranni	-2.78E+017	1.85E+016	-7.69E+016	0.11	0.37	2087945625488
30005086	Arza	-2.74E+017	2.37E+016	-7.05E+016	0.02	0.33	549913235708
30005087	Liparer	-2.79E+017	2.54E+016	-8.46E+016	0.01	0.45	2570943204384
30005088	B-B0ME	1.87E+017	6.22E+016	9.95E+016	0.53	-0.52	3105138791952
30005089	TDP-T3	1.88E+017	5.54E+016	1.02E+017	0.02	-0.48	1580797996208
30005090	H-HGGJ	1.98E+017	6.12E+016	9.84E+016	0.01	-0.2	1122500626912
30005091	OJT-J3	1.95E+017	4.87E+016	1.17E+017	0.01	-0.35	2920261149536
30005092	A9-F18	2.02E+017	5.79E+016	9.89E+016	0.2	-0.18	5392447492720
30005093	DE-IHK	1.99E+017	4.21E+016	1.30E+017	0.16	-0.51	2001910078160
30005094	AY9X-Q	1.91E+017	7.49E+016	7.79E+016	0.05	-0.17	2657324973952
30005095	XU7-CH	1.96E+017	5.89E+016	8.07E+016	2.11	-0.35	4605802433368
30005096	2V-ZHM	2.00E+017	5.07E+016	8.26E+016	0.01	-0.35	2007428378120
30005097	V-3K7C	2.04E+017	4.71E+016	7.81E+016	0.02	-0.44	2010556814304
30005098	AK-L0Z	2.03E+017	3.96E+016	9.20E+016	0.03	-0.2	1914954678624
30005099	R-AG7W	1.94E+017	6.52E+016	7.42E+016	0.37	-0.28	3540663027648
30005100	E-WMT7	2.39E+017	3.61E+016	3.52E+016	0.55	-0.14	4908490894214
30005101	FLK-LJ	2.43E+017	2.54E+016	4.69E+016	0.05	-0.18	1852961699344
30005102	0FG-KS	2.44E+017	2.87E+016	5.42E+016	0.54	-0.2	4625086770464
30005103	F-5WYK	2.56E+017	1.83E+016	6.13E+016	1.84	-0.47	4705815862416
30005104	EF-QZK	2.59E+017	1.91E+016	7.15E+016	0.59	-0.65	5132539749024
30005105	RZ3O-K	2.35E+017	3.82E+016	6.30E+016	0.03	-0.43	1019833481664
30005106	LW-YEW	2.06E+017	4.79E+016	1.33E+017	0.07	-0.49	2325175783664
30005107	HB-KSF	2.07E+017	4.16E+016	1.37E+017	0.43	-0.44	4605229987552
30005108	EH2I-P	2.14E+017	4.74E+016	1.32E+017	0.05	-0.41	1280881834000
30005109	OP7-BP	2.16E+017	4.28E+016	1.31E+017	0.03	-0.3	1617653440240
30005110	5ZU-VG	2.22E+017	3.85E+016	1.36E+017	0.11	-0.2	1681451922704
30005111	6-1T6Z	2.04E+017	3.55E+016	1.48E+017	0.08	-0.52	2388583671632
30005112	R-AYGT	2.13E+017	5.58E+016	1.35E+017	0.05	-0.57	1509458678080
30005113	G-GRSZ	2.14E+017	5.92E+016	1.38E+017	0.04	-0.59	1850724676544
30005114	6-8QLA	2.07E+017	5.58E+016	1.29E+017	0.06	-0.52	1294304038912
30005115	5T-A3D	2.24E+017	4.12E+016	1.42E+017	0.11	-0.2	1585538135328
30005116	H-FOYG	2.06E+017	5.50E+016	9.01E+016	1.07	-0.19	2424295768024
30005117	1A8-6G	2.16E+017	4.86E+016	8.93E+016	0.04	-0.27	1057571588128
30005118	PE-SAM	2.20E+017	5.09E+016	8.34E+016	0.01	-0.35	2593991820784
30005119	RY-2FX	2.23E+017	2.99E+016	9.20E+016	0.09	-0.36	1982249885840
30005120	K-3PQW	2.20E+017	4.45E+016	7.72E+016	1.18	-0.63	4557093797088
30005121	4-M1TY	2.19E+017	3.59E+016	7.10E+016	0.01	-0.81	407563002432
30005122	C6CG-W	2.28E+017	4.08E+016	7.92E+016	0.27	-0.62	2853577091680
30005123	H-29TM	2.30E+017	2.88E+016	1.38E+017	0.55	-0.12	2434069437888
30005124	KOI8-Z	2.34E+017	2.40E+016	1.35E+017	0.14	-0.1	5337044849928
30005125	D-QJR9	2.31E+017	2.01E+016	1.44E+017	1.05	-0.07	2107884416784
30005126	U4-V3J	2.33E+017	3.15E+016	1.41E+017	0.34	-0.13	2577790556368
30005127	B9N2-2	2.32E+017	2.05E+016	1.49E+017	0.03	-0.06	1584789233552
30005128	6Q4-X6	2.31E+017	2.68E+016	1.50E+017	0.01	-0.08	984095530304
30005129	BEG-RL	1.66E+017	4.40E+016	9.31E+016	1.19	-0.6	3217592968056
30005130	972C-1	1.69E+017	3.57E+016	1.01E+017	0.24	-0.37	3842425651576
30005131	U-W436	1.75E+017	4.21E+016	9.92E+016	0.05	-0.55	2002436739520
30005132	Z-ENUD	1.75E+017	4.09E+016	1.03E+017	1.39	-0.5	3592028942032
30005133	MJ-5F9	1.79E+017	4.99E+016	1.04E+017	0.02	-0.62	826950624256
30005134	M5NO-B	1.84E+017	3.58E+016	1.07E+017	0.05	-0.32	1772102574520
30005135	JZ-UQC	1.77E+017	4.70E+016	9.22E+016	0.09	-0.69	3327104529256
30005136	JPEZ-R	1.87E+017	3.25E+016	1.12E+017	0.05	-0.28	1501972248464
30005137	9WVY-F	1.76E+017	5.37E+016	8.46E+016	0.03	-0.78	1254515643544
30005138	7M4-4C	1.82E+017	4.08E+016	9.63E+016	0.69	-0.47	3398325984480
30005139	2-YO2K	2.09E+017	3.77E+016	9.74E+016	0.12	-0.18	6461468801216
30005140	M-SG47	2.11E+017	3.73E+016	9.44E+016	0.01	-0.19	2302026005408
30005141	SR-10Z	2.13E+017	3.38E+016	1.02E+017	0.03	-0.17	3660216992928
30005142	W-KXEX	2.14E+017	3.28E+016	8.91E+016	0.02	-0.33	891329887120
30005143	TAL1-3	2.10E+017	4.28E+016	1.01E+017	0.18	-0.17	2703970830912
30005144	QHY-RU	2.10E+017	3.70E+016	1.06E+017	0.07	-0.16	1074431218840
30005145	7AH-SF	1.99E+017	2.50E+016	1.51E+017	0.02	-0.53	901139352432
30005146	7MMJ-3	1.95E+017	2.44E+016	1.49E+017	3.2	-0.58	4169284555600
30005147	PVF-N9	1.92E+017	2.23E+016	1.51E+017	0.08	-0.62	2362600832928
30005148	9-EXU9	2.03E+017	2.04E+016	1.52E+017	0.06	-0.34	1545069769600
30005149	4-1ECP	2.03E+017	2.36E+016	1.57E+017	0.1	-0.47	1421492782208
30005150	UYOC-1	2.05E+017	2.93E+016	1.55E+017	0.68	-0.5	2431536413840
30005151	5-U12M	1.96E+017	2.97E+016	1.52E+017	0.53	-0.68	2378202405296
30005152	5V-Q1R	2.29E+017	3.41E+016	6.97E+016	1.25	-0.68	2736338669452
30005153	M4-KX5	2.33E+017	4.03E+016	7.60E+016	0.02	-0.59	1759367272640
30005154	4F9Y-3	2.30E+017	3.27E+016	6.43E+016	0.06	-0.59	1524683177632
30005155	MS-RXH	2.30E+017	2.84E+016	7.14E+016	0.02	-0.63	1522141682952
30005156	U-3FKL	2.37E+017	2.37E+016	6.22E+016	0.06	-0.45	1623801684708
30005157	0XN-SK	2.32E+017	3.77E+016	6.67E+016	0.01	-0.58	2383038077952
30005158	J9A-BH	2.27E+017	5.37E+016	1.13E+017	0.09	-0.28	3038690622016
30005159	4F6-VZ	2.35E+017	4.89E+016	1.21E+017	0.44	-0.48	2636019126056
30005160	B-7LYC	2.23E+017	4.33E+016	1.18E+017	0.2	-0.21	2099893108608
30005161	JM0A-4	2.38E+017	5.14E+016	1.27E+017	0.15	-0.58	5818204616624
30005162	PT-2KR	2.23E+017	5.08E+016	1.11E+017	0.03	-0.23	3501079180720
30005163	L-POLO	2.35E+017	3.80E+016	1.25E+017	0.22	-0.41	3960671075424
30005164	8B-A4E	2.37E+017	3.75E+016	1.29E+017	0.15	-0.46	2017239150192
30005165	49V-E4	2.23E+017	3.94E+016	1.17E+017	0.24	-0.19	3402651407280
30005166	3LL-O0	2.33E+017	4.73E+016	1.24E+017	3.75	-0.52	5330165891920
30005167	A1F-22	2.38E+017	4.55E+016	1.32E+017	0.07	-0.78	1590097073008
30005168	9-ZA4Z	2.40E+017	2.25E+016	6.06E+016	0.43	-0.41	3055761682240
30005169	IU-E9T	2.36E+017	2.15E+016	5.72E+016	0.01	-0.43	2107972550608
30005170	NGM-OK	2.39E+017	1.01E+016	5.52E+016	0.01	-0.42	1083236402756
30005171	O-QKSM	2.36E+017	9.87E+015	4.93E+016	0.28	-0.41	3783591493280
30005172	QKQ3-L	2.34E+017	1.36E+016	4.72E+016	0.11	-0.64	2616810131136
30005173	VWES-Y	2.26E+017	1.77E+016	4.33E+016	0.03	-1	1621130022832
30005174	SY-OLX	2.44E+017	-850201603205642	6.09E+016	0.07	-0.62	794933958128
30005175	XY-ZCI	2.48E+017	623290537651721	7.65E+016	0.09	-0.83	2037685933456
30005176	7JRA-G	2.48E+017	1.14E+015	6.28E+016	0.12	-0.73	2092355472992
30005177	W-CSFY	2.49E+017	-1.20E+016	6.06E+016	0.01	-0.62	538248163860
30005178	PFV-ZH	2.47E+017	-7.41E+015	5.00E+016	0.16	-0.31	1331563825840
30005179	L5Y4-M	2.47E+017	-9.89E+015	4.45E+016	0.29	-0.17	1752697166080
30005180	9IZ-HU	2.43E+017	1.17E+016	5.43E+016	0.02	-0.38	738757793552
30005181	OBV-YC	2.45E+017	2.12E+016	5.71E+016	0.01	-0.33	2245979882976
30005182	2AUL-X	2.39E+017	2.20E+016	5.00E+016	1.71	-0.35	2602706817128
30005183	F-HQWV	2.49E+017	6.28E+015	5.69E+016	0.06	-0.54	1307791511120
30005184	F-A3TR	2.50E+017	5.95E+015	5.43E+016	0.15	-0.48	1592604450812
30005185	PA-ALN	2.36E+017	2.17E+016	4.00E+016	0.1	-0.47	2206112716608
30005186	01B-88	1.97E+017	2.89E+016	1.58E+017	0.03	-0.74	1141707609600
30005187	F18-AY	1.92E+017	2.70E+016	1.61E+017	0.78	-0.82	3078561083424
30005188	RZ8A-P	1.92E+017	3.26E+016	1.68E+017	3.3	-0.96	6704780015216
30005189	MTO2-2	1.89E+017	3.32E+016	1.73E+017	0.02	-1	679675712496
30005190	C3I-D5	1.93E+017	3.25E+016	1.73E+017	2.15	-0.98	5182040785264
30005191	0-U2M4	1.90E+017	3.68E+016	1.63E+017	0.01	-0.9	1577209230944
30005192	Shera	-2.15E+017	4.88E+016	-2.49E+016	0.12	0.6	2026610514812
30005193	Lor	-2.22E+017	4.08E+016	-1.93E+016	0.15	0.52	4579255460770
30005194	Cleyd	-2.26E+017	4.11E+016	-1.72E+016	0.05	0.48	2020635676432
